2016-07-01 15:22:54.248 | INFO  | main       | StartService        :18    | System Started ......
2016-07-01 15:25:10.009 | INFO  | main       | pl.FaceBookImplement:173   | facebook post feed id (1603887806588551_1614265905550741) ,message is: Lucky 5, issue no. 160701003 ,winning number is:7,10,5,1,6,url = http://kpwlottery.com/index.php/km?issue=160701003&wincode=7,10,5,1,6
2016-07-01 15:25:10.009 | INFO  | main       | .ncpimpl.IssueThread:107   | post curr issue info success ... curr issue :160701003
2016-07-01 15:25:10.009 | INFO  | main       | .ncpimpl.IssueThread:122   | System change curr issue to :160701004
2016-07-01 15:25:10.009 | INFO  | main       | .config.SysParameter:86    | System begin to save key:ncp.startissue
2016-07-01 15:25:10.025 | INFO  | main       | .config.SysParameter:100   | Save Issue Successful. value=160701004
2016-07-01 15:26:10.130 | INFO  | main       | .ncpimpl.IssueThread:96    | get ncp curr issue info success... curr issue :160701004
2016-07-01 15:26:10.146 | INFO  | main       | pl.FaceBookImplement:157   | facebook post feed begin ... 
2016-07-01 15:26:12.611 | INFO  | main       | pl.FaceBookImplement:173   | facebook post feed id (1603887806588551_1614266048884060) ,message is: Lucky 5, issue no. 160701004 ,winning number is:9,11,2,3,6,url = http://kpwlottery.com/index.php/km?issue=160701004&wincode=9,11,2,3,6
2016-07-01 15:26:12.611 | INFO  | main       | .ncpimpl.IssueThread:107   | post curr issue info success ... curr issue :160701004
2016-07-01 15:26:12.611 | INFO  | main       | .ncpimpl.IssueThread:122   | System change curr issue to :160701005
2016-07-01 15:26:12.611 | INFO  | main       | .config.SysParameter:86    | System begin to save key:ncp.startissue
2016-07-01 15:26:12.611 | INFO  | main       | .config.SysParameter:100   | Save Issue Successful. value=160701005
2016-07-01 15:27:12.688 | INFO  | main       | .ncpimpl.IssueThread:96    | get ncp curr issue info success... curr issue :160701005
2016-07-01 15:27:12.688 | INFO  | main       | pl.FaceBookImplement:157   | facebook post feed begin ... 
2016-07-01 15:27:15.059 | INFO  | main       | pl.FaceBookImplement:173   | facebook post feed id (1603887806588551_1614266168884048) ,message is: Lucky 5, issue no. 160701005 ,winning number is:5,6,7,10,9,url = http://kpwlottery.com/index.php/km?issue=160701005&wincode=5,6,7,10,9
2016-07-01 15:27:15.059 | INFO  | main       | .ncpimpl.IssueThread:107   | post curr issue info success ... curr issue :160701005
2016-07-01 15:27:15.059 | INFO  | main       | .ncpimpl.IssueThread:122   | System change curr issue to :160701006
2016-07-01 15:27:15.059 | INFO  | main       | .config.SysParameter:86    | System begin to save key:ncp.startissue
2016-07-01 15:27:15.075 | INFO  | main       | .config.SysParameter:100   | Save Issue Successful. value=160701006
2016-07-01 15:28:15.356 | INFO  | main       | .ncpimpl.IssueThread:96    | get ncp curr issue info success... curr issue :160701006
2016-07-01 15:28:15.356 | INFO  | main       | pl.FaceBookImplement:157   | facebook post feed begin ... 
2016-07-01 15:28:19.037 | INFO  | main       | pl.FaceBookImplement:173   | facebook post feed id (1603887806588551_1614266388884026) ,message is: Lucky 5, issue no. 160701006 ,winning number is:9,1,3,11,8,url = http://kpwlottery.com/index.php/km?issue=160701006&wincode=9,1,3,11,8
2016-07-01 15:28:19.037 | INFO  | main       | .ncpimpl.IssueThread:107   | post curr issue info success ... curr issue :160701006
2016-07-01 15:28:19.037 | INFO  | main       | .ncpimpl.IssueThread:122   | System change curr issue to :160701007
2016-07-01 15:28:19.037 | INFO  | main       | .config.SysParameter:86    | System begin to save key:ncp.startissue
2016-07-01 15:28:19.037 | INFO  | main       | .config.SysParameter:100   | Save Issue Successful. value=160701007
2016-07-01 15:29:19.099 | ERROR | main       | .ncpimpl.IssueThread:133   | get ncp currissue error160701007
2016-07-01 15:30:19.160 | INFO  | main       | .ncpimpl.IssueThread:96    | get ncp curr issue info success... curr issue :160701007
2016-07-01 15:30:19.160 | INFO  | main       | pl.FaceBookImplement:157   | facebook post feed begin ... 
2016-07-01 15:30:21.453 | INFO  | main       | pl.FaceBookImplement:173   | facebook post feed id (1603887806588551_1614266688883996) ,message is: Lucky 5, issue no. 160701007 ,winning number is:6,9,8,2,7,url = http://kpwlottery.com/index.php/km?issue=160701007&wincode=6,9,8,2,7
2016-07-01 15:30:21.453 | INFO  | main       | .ncpimpl.IssueThread:107   | post curr issue info success ... curr issue :160701007
2016-07-01 15:30:21.453 | INFO  | main       | .ncpimpl.IssueThread:122   | System change curr issue to :160701008
2016-07-01 15:30:21.453 | INFO  | main       | .config.SysParameter:86    | System begin to save key:ncp.startissue
2016-07-01 15:30:21.453 | INFO  | main       | .config.SysParameter:100   | Save Issue Successful. value=160701008
2016-07-01 15:31:21.501 | INFO  | main       | .ncpimpl.IssueThread:96    | get ncp curr issue info success... curr issue :160701008
2016-07-01 15:31:21.501 | INFO  | main       | pl.FaceBookImplement:157   | facebook post feed begin ... 
2016-07-01 15:31:23.919 | INFO  | main       | pl.FaceBookImplement:173   | facebook post feed id (1603887806588551_1614266845550647) ,message is: Lucky 5, issue no. 160701008 ,winning number is:3,11,7,5,8,url = http://kpwlottery.com/index.php/km?issue=160701008&wincode=3,11,7,5,8
2016-07-01 15:31:23.919 | INFO  | main       | .ncpimpl.IssueThread:107   | post curr issue info success ... curr issue :160701008
2016-07-01 15:31:23.919 | INFO  | main       | .ncpimpl.IssueThread:122   | System change curr issue to :160701009
2016-07-01 15:31:23.919 | INFO  | main       | .config.SysParameter:86    | System begin to save key:ncp.startissue
2016-07-01 15:31:23.935 | INFO  | main       | .config.SysParameter:100   | Save Issue Successful. value=160701009
2016-07-01 15:32:23.998 | ERROR | main       | .ncpimpl.IssueThread:133   | get ncp currissue error160701009
2016-07-01 15:33:24.045 | ERROR | main       | .ncpimpl.IssueThread:133   | get ncp currissue error160701009
2016-07-01 15:34:24.081 | ERROR | main       | .ncpimpl.IssueThread:133   | get ncp currissue error160701009
2016-07-01 15:35:24.127 | ERROR | main       | .ncpimpl.IssueThread:133   | get ncp currissue error160701009
2016-07-01 15:36:24.128 | ERROR | main       | .ncpimpl.IssueThread:146   | post curr issue info error over 3 time.system exit ... curr issue :160701009
2016-07-01 15:37:24.142 | INFO  | main       | StartService        :31    | main thread alive.
2016-07-01 15:37:24.142 | INFO  | main       | pl.FaceBookImplement:44    | facebook init ...
2016-07-01 15:37:24.174 | ERROR | main       | .ncpimpl.IssueThread:133   | get ncp currissue error160701009
2016-07-01 15:38:24.221 | ERROR | main       | .ncpimpl.IssueThread:133   | get ncp currissue error160701009
2016-07-01 15:39:24.254 | ERROR | main       | .ncpimpl.IssueThread:133   | get ncp currissue error160701009
2016-07-01 15:40:24.293 | ERROR | main       | .ncpimpl.IssueThread:133   | get ncp currissue error160701009
2016-07-01 15:41:24.307 | ERROR | main       | .ncpimpl.IssueThread:146   | post curr issue info error over 3 time.system exit ... curr issue :160701009
2016-07-01 15:42:24.321 | INFO  | main       | StartService        :31    | main thread alive.
2016-07-01 15:42:24.321 | INFO  | main       | pl.FaceBookImplement:44    | facebook init ...
2016-07-01 15:42:24.353 | ERROR | main       | .ncpimpl.IssueThread:133   | get ncp currissue error160701009
2016-07-01 15:43:49.769 | INFO  | main       | StartService        :18    | System Started ......
2016-07-01 15:43:49.815 | INFO  | main       | pl.FaceBookImplement:44    | facebook init ...
2016-07-01 15:43:49.815 | INFO  | main       | .config.SysParameter:48    | System begin to init the parameters.
2016-07-01 15:43:49.910 | INFO  | main       | .config.SysParameter:72    | System parameters loaded.
2016-07-01 15:44:33.824 | INFO  | main       | pl.FaceBookImplement:232   | facebook fresh token post url : https://graph.facebook.com/oauth/access_token?client_secret=b1bb931e34063397d7ea833c2b60e26b&grant_type=fb_exchange_token&fb_exchange_token=EAAH34ErnOZAEBAFnpbwEBxZBFa41B5BLLqviGKnX5ZBKLYFaxJxTGKnmb6KQzZCm66Q2Uvue2KaDbLQuZBXm1kqeClMHXeLTYtGUbn7hNNLtOKOGz8rg3idenyYvVUyHKJptGCc7yoEvkKFnokzSuvHxc4I4373oiP99ZB3R6M6QZDZD&client_id=554017678113169
2016-07-01 15:45:25.431 | INFO  | main       | StartService        :18    | System Started ......
2016-07-01 15:45:25.431 | INFO  | main       | pl.FaceBookImplement:44    | facebook init ...
2016-07-01 15:45:25.431 | INFO  | main       | .config.SysParameter:48    | System begin to init the parameters.
2016-07-01 15:45:25.525 | INFO  | main       | .config.SysParameter:72    | System parameters loaded.
2016-07-01 15:45:25.556 | INFO  | main       | pl.FaceBookImplement:232   | facebook fresh token post url : https://graph.facebook.com/oauth/access_token?client_secret=b1bb931e34063397d7ea833c2b60e26b&grant_type=fb_exchange_token&fb_exchange_token=EAAH34ErnOZAEBAFnpbwEBxZBFa41B5BLLqviGKnX5ZBKLYFaxJxTGKnmb6KQzZCm66Q2Uvue2KaDbLQuZBXm1kqeClMHXeLTYtGUbn7hNNLtOKOGz8rg3idenyYvVUyHKJptGCc7yoEvkKFnokzSuvHxc4I4373oiP99ZB3R6M6QZDZD&client_id=554017678113169
2016-07-01 15:45:26.476 | INFO  | main       | .config.SysParameter:86    | System begin to save key:facebook.accesstoken
2016-07-01 15:45:26.492 | INFO  | main       | .config.SysParameter:100   | Save Issue Successful. value=EAAH34ErnOZAEBALZBCJz5EOn7aKgqMLitTfd1InaOxsIIBsTvP3LY3IpNmsan5EnnubecTZCGzROltG1FE96660G2hD9Xh1tzClWn7CA1ZA0FreENZChRyKeUlE7zBm6DyTzMWZBbL4TTXhZCzhLPIzBFvuAciC2yMZD
2016-07-01 15:45:26.492 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 15:46:26.507 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 15:47:26.522 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 15:48:26.526 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 15:49:26.541 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 15:50:26.543 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 15:51:26.558 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 15:52:26.559 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 15:53:26.574 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 15:54:26.576 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 15:55:26.577 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 15:56:26.591 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 15:57:26.605 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 15:58:26.620 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 15:59:26.629 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 16:00:26.641 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 16:01:26.655 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 16:02:26.670 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 16:03:26.685 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 16:04:26.699 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 16:05:26.714 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 16:06:26.715 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 16:07:26.731 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 16:08:26.746 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 16:09:26.760 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 16:10:26.775 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 16:11:26.790 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 16:12:26.804 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 16:13:26.819 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 16:14:26.820 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 16:15:26.836 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 16:16:26.836 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 16:17:26.852 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 16:18:26.867 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 16:19:26.869 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 16:20:26.884 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 16:21:26.885 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 16:22:26.899 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 16:23:26.913 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 16:24:26.927 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 16:25:26.929 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 16:26:26.943 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 16:27:26.944 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 16:28:26.959 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 16:29:26.973 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 16:30:26.987 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 16:31:26.989 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 16:32:26.991 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 16:33:26.993 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 16:34:27.009 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 16:35:27.023 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 16:36:27.037 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 16:37:27.051 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 16:38:27.059 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 16:39:27.074 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 16:40:27.076 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 16:41:27.090 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 16:42:27.105 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 16:43:27.119 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 16:44:27.134 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 16:45:27.136 | INFO  | main       | pl.FaceBookImplement:232   | facebook fresh token post url : https://graph.facebook.com/oauth/access_token?client_secret=b1bb931e34063397d7ea833c2b60e26b&grant_type=fb_exchange_token&fb_exchange_token=EAAH34ErnOZAEBALZBCJz5EOn7aKgqMLitTfd1InaOxsIIBsTvP3LY3IpNmsan5EnnubecTZCGzROltG1FE96660G2hD9Xh1tzClWn7CA1ZA0FreENZChRyKeUlE7zBm6DyTzMWZBbL4TTXhZCzhLPIzBFvuAciC2yMZD&client_id=554017678113169
2016-07-01 16:45:27.636 | INFO  | main       | .config.SysParameter:86    | System begin to save key:facebook.accesstoken
2016-07-01 16:45:27.652 | INFO  | main       | .config.SysParameter:100   | Save Issue Successful. value=EAAH34ErnOZAEBACGSgSh9o9HryIu4ZCTW5Qu1NcgshSmLOcy4lvq63cooreZB4BZBHZAfZA6lZBS4BifrLev1x2j1msBhZADRiIAfDHZBWbrM85q0HPvMy4ILr9DMzrCm1tMsrXJ0i1uZC3dZCyQ8sZCLI1ZAfSKN5Dj66gIZD
2016-07-01 16:45:27.699 | INFO  | main       | mpl.FreshTokenThread:51    | fresh token success. now is Fri Jul 01 16:45:27 ICT 2016
2016-07-01 16:45:27.699 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 16:46:27.699 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 16:47:27.702 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 16:48:27.716 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 16:49:27.717 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 16:50:27.731 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 16:51:27.747 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 16:52:27.761 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 16:53:27.775 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 16:54:27.777 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 16:55:27.792 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 16:56:27.807 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 16:57:27.821 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 16:58:27.835 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 16:59:27.851 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 17:00:27.866 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 17:01:27.867 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 17:02:27.867 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 17:03:27.868 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 17:04:27.882 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 17:05:27.883 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 17:06:27.898 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 17:07:27.913 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 17:08:27.927 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 17:09:27.928 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 17:10:27.942 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 17:11:27.944 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 17:12:27.950 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 17:13:27.965 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 17:14:27.979 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 17:15:27.980 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 17:16:27.995 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 17:17:28.009 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 17:18:28.024 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 17:19:28.039 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 17:20:28.054 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 17:21:28.061 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 17:22:28.075 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 17:23:28.090 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 17:24:28.104 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 17:25:28.118 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 17:26:28.132 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 17:27:28.147 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 17:28:28.161 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 17:29:27.649 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 17:30:27.663 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 17:31:27.679 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 17:32:27.693 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 17:33:27.707 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 17:34:27.721 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 17:35:27.736 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 17:36:27.750 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 17:37:27.751 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 17:38:27.765 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 17:39:27.779 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 17:40:27.794 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 17:41:27.808 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 17:42:27.823 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 17:43:27.825 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 17:44:27.826 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-01 17:45:27.840 | INFO  | main       | pl.FaceBookImplement:232   | facebook fresh token post url : https://graph.facebook.com/oauth/access_token?client_secret=b1bb931e34063397d7ea833c2b60e26b&grant_type=fb_exchange_token&fb_exchange_token=EAAH34ErnOZAEBACGSgSh9o9HryIu4ZCTW5Qu1NcgshSmLOcy4lvq63cooreZB4BZBHZAfZA6lZBS4BifrLev1x2j1msBhZADRiIAfDHZBWbrM85q0HPvMy4ILr9DMzrCm1tMsrXJ0i1uZC3dZCyQ8sZCLI1ZAfSKN5Dj66gIZD&client_id=554017678113169
2016-07-01 17:45:28.340 | INFO  | main       | .config.SysParameter:86    | System begin to save key:facebook.accesstoken
2016-07-01 17:45:28.356 | INFO  | main       | .config.SysParameter:100   | Save Issue Successful. value=EAAH34ErnOZAEBAKH0nKHRikcx8fVWTTKATuFvR3w6npCIFNkCZA25QLZB1DGfZAdcd9KnAXfbyF0PgpdhBZAvGF7TeMVtWRqbmtpURwo3j1mAbmZA7yRRMiLUrZAHqqSbTMwjVBuCIajFXiSHVaZBcqjQi5HGMxlbF8ZD
2016-07-01 17:45:28.356 | INFO  | main       | mpl.FreshTokenThread:51    | fresh token success. now is Fri Jul 01 17:45:28 ICT 2016
2016-07-01 17:45:28.356 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
