2016-07-08 00:01:30.728 | INFO  | main       | .ncpimpl.IssueThread:83    | over the server time ....next issue ..160708001
2016-07-08 03:37:35.029 | INFO  | main       | .ncpimpl.IssueThread:83    | over the server time ....next issue ..160708001
2016-07-08 03:39:35.066 | INFO  | main       | .ncpimpl.IssueThread:83    | over the server time ....next issue ..160708001
2016-07-08 03:41:35.103 | INFO  | main       | .ncpimpl.IssueThread:83    | over the server time ....next issue ..160708001
2016-07-08 03:43:35.140 | INFO  | main       | .ncpimpl.IssueThread:83    | over the server time ....next issue ..160708001
2016-07-08 03:45:35.177 | INFO  | main       | .ncpimpl.IssueThread:83    | over the server time ....next issue ..160708001
2016-07-08 03:47:35.213 | INFO  | main       | .ncpimpl.IssueThread:83    | over the server time ....next issue ..160708001
2016-07-08 03:49:35.258 | INFO  | main       | .ncpimpl.IssueThread:83    | over the server time ....next issue ..160708001
2016-07-08 03:51:35.295 | INFO  | main       | .ncpimpl.IssueThread:83    | over the server time ....next issue ..160708001
2016-07-08 03:53:35.297 | INFO  | main       | .ncpimpl.IssueThread:83    | over the server time ....next issue ..160708001
2016-07-08 03:55:35.334 | INFO  | main       | .ncpimpl.IssueThread:83    | over the server time ....next issue ..160708001
2016-07-08 03:57:35.412 | INFO  | main       | .ncpimpl.IssueThread:83    | over the server time ....next issue ..160708001
2016-07-08 03:59:35.449 | INFO  | main       | .ncpimpl.IssueThread:83    | over the server time ....next issue ..160708001
2016-07-08 04:01:35.485 | INFO  | main       | .ncpimpl.IssueThread:83    | over the server time ....next issue ..160708001
2016-07-08 04:03:35.522 | INFO  | main       | .ncpimpl.IssueThread:83    | over the server time ....next issue ..160708001
2016-07-08 04:05:35.567 | INFO  | main       | .ncpimpl.IssueThread:83    | over the server time ....next issue ..160708001
2016-07-08 04:07:35.579 | INFO  | main       | .ncpimpl.IssueThread:83    | over the server time ....next issue ..160708001
2016-07-08 04:09:35.616 | INFO  | main       | .ncpimpl.IssueThread:83    | over the server time ....next issue ..160708001
2016-07-08 04:11:35.653 | INFO  | main       | .ncpimpl.IssueThread:83    | over the server time ....next issue ..160708001
2016-07-08 04:13:35.655 | INFO  | main       | .ncpimpl.IssueThread:83    | over the server time ....next issue ..160708001
2016-07-08 04:15:35.658 | INFO  | main       | .ncpimpl.IssueThread:83    | over the server time ....next issue ..160708001
2016-07-08 04:17:35.665 | INFO  | main       | .ncpimpl.IssueThread:83    | over the server time ....next issue ..160708001
2016-07-08 04:19:35.667 | INFO  | main       | .ncpimpl.IssueThread:83    | over the server time ....next issue ..160708001
2016-07-08 04:21:35.669 | INFO  | main       | .ncpimpl.IssueThread:83    | over the server time ....next issue ..160708001
2016-07-08 04:23:35.670 | INFO  | main       | .ncpimpl.IssueThread:83    | over the server time ....next issue ..160708001
2016-07-08 04:25:35.673 | INFO  | main       | .ncpimpl.IssueThread:83    | over the server time ....next issue ..160708001
2016-07-08 04:27:35.675 | INFO  | main       | .ncpimpl.IssueThread:83    | over the server time ....next issue ..160708001
2016-07-08 04:29:35.676 | INFO  | main       | .ncpimpl.IssueThread:83    | over the server time ....next issue ..160708001
2016-07-08 04:31:35.677 | INFO  | main       | .ncpimpl.IssueThread:83    | over the server time ....next issue ..160708001
2016-07-08 04:33:35.678 | INFO  | main       | .ncpimpl.IssueThread:83    | over the server time ....next issue ..160708001
2016-07-08 04:35:35.679 | INFO  | main       | .ncpimpl.IssueThread:83    | over the server time ....next issue ..160708001
2016-07-08 04:37:35.681 | INFO  | main       | .ncpimpl.IssueThread:83    | over the server time ....next issue ..160708001
2016-07-08 04:39:35.684 | INFO  | main       | .ncpimpl.IssueThread:83    | over the server time ....next issue ..160708001
2016-07-08 04:41:35.686 | INFO  | main       | .ncpimpl.IssueThread:83    | over the server time ....next issue ..160708001
2016-07-08 04:43:35.687 | INFO  | main       | .ncpimpl.IssueThread:83    | over the server time ....next issue ..160708001
2016-07-08 04:45:35.688 | INFO  | main       | .ncpimpl.IssueThread:83    | over the server time ....next issue ..160708001
2016-07-08 04:47:35.692 | INFO  | main       | .ncpimpl.IssueThread:83    | over the server time ....next issue ..160708001
2016-07-08 04:49:35.693 | INFO  | main       | .ncpimpl.IssueThread:83    | over the server time ....next issue ..160708001
2016-07-08 04:51:35.694 | INFO  | main       | .ncpimpl.IssueThread:83    | over the server time ....next issue ..160708001
2016-07-08 04:53:35.697 | INFO  | main       | .ncpimpl.IssueThread:83    | over the server time ....next issue ..160708001
2016-07-08 04:55:35.700 | INFO  | main       | .ncpimpl.IssueThread:83    | over the server time ....next issue ..160708001
2016-07-08 04:57:35.703 | INFO  | main       | .ncpimpl.IssueThread:83    | over the server time ....next issue ..160708001
2016-07-08 04:59:35.704 | INFO  | main       | .ncpimpl.IssueThread:83    | over the server time ....next issue ..160708001
2016-07-08 05:01:35.704 | INFO  | main       | .ncpimpl.IssueThread:83    | over the server time ....next issue ..160708001
2016-07-08 05:03:35.705 | INFO  | main       | .ncpimpl.IssueThread:83    | over the server time ....next issue ..160708001
2016-07-08 05:05:35.709 | INFO  | main       | .ncpimpl.IssueThread:83    | over the server time ....next issue ..160708001
2016-07-08 05:07:35.712 | INFO  | main       | .ncpimpl.IssueThread:83    | over the server time ....next issue ..160708001
2016-07-08 05:09:35.713 | INFO  | main       | .ncpimpl.IssueThread:83    | over the server time ....next issue ..160708001
2016-07-08 05:11:35.714 | INFO  | main       | .ncpimpl.IssueThread:83    | over the server time ....next issue ..160708001
2016-07-08 05:13:35.717 | INFO  | main       | .ncpimpl.IssueThread:83    | over the server time ....next issue ..160708001
2016-07-08 05:15:35.719 | INFO  | main       | .ncpimpl.IssueThread:83    | over the server time ....next issue ..160708001
2016-07-08 05:17:35.723 | INFO  | main       | .ncpimpl.IssueThread:83    | over the server time ....next issue ..160708001
2016-07-08 05:19:35.728 | INFO  | main       | .ncpimpl.IssueThread:83    | over the server time ....next issue ..160708001
2016-07-08 05:21:35.730 | INFO  | main       | .ncpimpl.IssueThread:83    | over the server time ....next issue ..160708001
2016-07-08 05:23:35.731 | INFO  | main       | .ncpimpl.IssueThread:83    | over the server time ....next issue ..160708001
2016-07-08 05:25:35.732 | INFO  | main       | .ncpimpl.IssueThread:83    | over the server time ....next issue ..160708001
2016-07-08 05:27:35.734 | INFO  | main       | .ncpimpl.IssueThread:83    | over the server time ....next issue ..160708001
2016-07-08 05:29:35.734 | INFO  | main       | .ncpimpl.IssueThread:83    | over the server time ....next issue ..160708001
2016-07-08 05:31:35.736 | INFO  | main       | .ncpimpl.IssueThread:83    | over the server time ....next issue ..160708001
2016-07-08 05:33:35.741 | INFO  | main       | .ncpimpl.IssueThread:83    | over the server time ....next issue ..160708001
2016-07-08 05:35:35.745 | INFO  | main       | .ncpimpl.IssueThread:83    | over the server time ....next issue ..160708001
2016-07-08 05:37:35.747 | INFO  | main       | .ncpimpl.IssueThread:83    | over the server time ....next issue ..160708001
2016-07-08 05:39:35.748 | INFO  | main       | .ncpimpl.IssueThread:83    | over the server time ....next issue ..160708001
2016-07-08 05:41:35.749 | INFO  | main       | .ncpimpl.IssueThread:83    | over the server time ....next issue ..160708001
2016-07-08 05:43:35.750 | INFO  | main       | .ncpimpl.IssueThread:83    | over the server time ....next issue ..160708001
2016-07-08 05:45:35.752 | INFO  | main       | .ncpimpl.IssueThread:83    | over the server time ....next issue ..160708001
2016-07-08 05:47:35.755 | INFO  | main       | .ncpimpl.IssueThread:83    | over the server time ....next issue ..160708001
2016-07-08 07:54:30.552 | INFO  | main       | .ncpimpl.IssueThread:83    | over the server time ....next issue ..160708001
2016-07-08 07:56:30.553 | INFO  | main       | .ncpimpl.IssueThread:83    | over the server time ....next issue ..160708001
2016-07-08 07:58:30.554 | INFO  | main       | .ncpimpl.IssueThread:83    | over the server time ....next issue ..160708001
2016-07-08 08:00:30.556 | INFO  | main       | .ncpimpl.IssueThread:83    | over the server time ....next issue ..160708001
2016-07-08 08:01:30.706 | INFO  | main       | .ncpimpl.IssueThread:96    | get ncp curr issue info success... curr issue :160708001
2016-07-08 08:01:30.729 | INFO  | main       | pl.FaceBookImplement:157   | facebook post feed begin ... 
2016-07-08 08:01:35.822 | INFO  | main       | pl.FaceBookImplement:173   | facebook post feed id (1603887806588551_1617305011913497) ,message is: Lucky 5, issue no. 160708001 ,winning number is:11,5,1,3,8,url = http://kpwlottery.com/index.php/km?issue=160708001&wincode=11,5,1,3,8
2016-07-08 08:01:35.823 | INFO  | main       | .ncpimpl.IssueThread:111   | post curr issue info success ... curr issue :160708001
2016-07-08 08:01:35.823 | INFO  | main       | .ncpimpl.IssueThread:126   | System change curr issue to :160708002
2016-07-08 08:01:35.823 | INFO  | main       | .config.SysParameter:86    | System begin to save key:ncp.startissue
2016-07-08 08:01:35.962 | INFO  | main       | .config.SysParameter:100   | Save Issue Successful. value=160708002
2016-07-08 08:03:36.014 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708002
2016-07-08 08:05:36.048 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708002
2016-07-08 08:07:36.096 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708002
2016-07-08 08:09:36.144 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708002
2016-07-08 08:11:36.207 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708002
2016-07-08 08:13:36.250 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708002
2016-07-08 08:15:36.301 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708002
2016-07-08 08:17:36.371 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708002
2016-07-08 08:19:36.424 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708002
2016-07-08 08:21:36.535 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708002
2016-07-08 08:23:36.583 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708002
2016-07-08 08:25:36.638 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708002
2016-07-08 08:27:36.722 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708002
2016-07-08 08:29:36.852 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708002
2016-07-08 08:31:36.925 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708002
2016-07-08 08:33:36.998 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708002
2016-07-08 08:35:37.045 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708002
2016-07-08 08:37:37.121 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708002
2016-07-08 08:39:37.194 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708002
2016-07-08 08:41:37.352 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708002
2016-07-08 08:43:37.435 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708002
2016-07-08 08:45:37.505 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708002
2016-07-08 08:47:37.589 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708002
2016-07-08 08:49:37.682 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708002
2016-07-08 08:51:37.748 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708002
2016-07-08 08:53:37.807 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708002
2016-07-08 08:55:37.883 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708002
2016-07-08 08:57:37.932 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708002
2016-07-08 08:59:38.005 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708002
2016-07-08 09:00:38.103 | INFO  | main       | .ncpimpl.IssueThread:96    | get ncp curr issue info success... curr issue :160708002
2016-07-08 09:00:38.104 | INFO  | main       | pl.FaceBookImplement:157   | facebook post feed begin ... 
2016-07-08 09:00:41.314 | INFO  | main       | pl.FaceBookImplement:173   | facebook post feed id (1603887806588551_1617318345245497) ,message is: Lucky 5, issue no. 160708002 ,winning number is:5,2,4,3,11,url = http://kpwlottery.com/index.php/km?issue=160708002&wincode=5,2,4,3,11
2016-07-08 09:00:41.314 | INFO  | main       | .ncpimpl.IssueThread:111   | post curr issue info success ... curr issue :160708002
2016-07-08 09:00:41.315 | INFO  | main       | .ncpimpl.IssueThread:126   | System change curr issue to :160708003
2016-07-08 09:00:41.315 | INFO  | main       | .config.SysParameter:86    | System begin to save key:ncp.startissue
2016-07-08 09:00:41.355 | INFO  | main       | .config.SysParameter:100   | Save Issue Successful. value=160708003
2016-07-08 09:02:41.430 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708003
2016-07-08 09:04:41.508 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708003
2016-07-08 09:06:41.584 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708003
2016-07-08 09:08:41.662 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708003
2016-07-08 09:10:41.743 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708003
2016-07-08 09:12:41.820 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708003
2016-07-08 09:14:41.901 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708003
2016-07-08 09:16:41.969 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708003
2016-07-08 09:18:42.046 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708003
2016-07-08 09:20:42.139 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708003
2016-07-08 09:22:42.193 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708003
2016-07-08 09:24:42.245 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708003
2016-07-08 09:26:42.322 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708003
2016-07-08 09:28:42.405 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708003
2016-07-08 09:30:42.458 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708003
2016-07-08 09:32:42.516 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708003
2016-07-08 09:34:42.558 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708003
2016-07-08 09:36:42.606 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708003
2016-07-08 09:38:42.679 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708003
2016-07-08 09:40:42.730 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708003
2016-07-08 09:42:42.829 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708003
