2016-07-04 08:19:11.575 | INFO  | main       | .ncpimpl.IssueThread:73    | todays issue has finished ....next issue ..160704001
2016-07-04 10:00:48.219 | INFO  | main       | pl.FaceBookImplement:173   | facebook post feed id (1603887806588551_1615819758728689) ,message is: Lucky 5, issue no. 160704003 ,winning number is:8,2,7,1,10,url = http://kpwlottery.com/index.php/km?issue=160704003&wincode=8,2,7,1,10
2016-07-04 10:00:48.220 | INFO  | main       | .ncpimpl.IssueThread:111   | post curr issue info success ... curr issue :160704003
2016-07-04 10:00:48.220 | INFO  | main       | .ncpimpl.IssueThread:126   | System change curr issue to :160704004
2016-07-04 10:00:48.220 | INFO  | main       | .config.SysParameter:86    | System begin to save key:ncp.startissue
2016-07-04 10:00:48.224 | INFO  | main       | .config.SysParameter:100   | Save Issue Successful. value=160704004
2016-07-04 10:02:48.265 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704004
2016-07-04 10:04:48.299 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704004
2016-07-04 10:06:48.342 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704004
2016-07-04 10:08:48.382 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704004
2016-07-04 10:10:48.423 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704004
2016-07-04 10:12:48.465 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704004
2016-07-04 10:14:48.506 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704004
2016-07-04 10:16:48.559 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704004
2016-07-04 10:18:48.594 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704004
2016-07-04 10:20:48.640 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704004
2016-07-04 10:22:48.691 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704004
2016-07-04 10:24:48.725 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704004
2016-07-04 10:26:48.762 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704004
2016-07-04 10:28:48.820 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704004
2016-07-04 10:30:48.865 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704004
2016-07-04 10:32:48.910 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704004
2016-07-04 10:34:48.955 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704004
2016-07-04 10:36:49.001 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704004
2016-07-04 10:38:49.050 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704004
2016-07-04 10:40:49.091 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704004
2016-07-04 10:42:49.138 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704004
2016-07-04 10:44:49.195 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704004
2016-07-04 10:46:49.239 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704004
2016-07-04 10:48:49.283 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704004
2016-07-04 10:50:49.319 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704004
2016-07-04 10:52:49.359 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704004
2016-07-04 10:54:49.399 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704004
2016-07-04 10:56:49.437 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704004
2016-07-04 10:58:49.478 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704004
2016-07-04 11:00:49.519 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704004
2016-07-04 11:01:49.567 | INFO  | main       | .ncpimpl.IssueThread:96    | get ncp curr issue info success... curr issue :160704004
2016-07-04 11:01:49.567 | INFO  | main       | pl.FaceBookImplement:157   | facebook post feed begin ... 
2016-07-04 11:01:51.877 | INFO  | main       | pl.FaceBookImplement:173   | facebook post feed id (1603887806588551_1615828882061110) ,message is: Lucky 5, issue no. 160704004 ,winning number is:4,8,3,5,2,url = http://kpwlottery.com/index.php/km?issue=160704004&wincode=4,8,3,5,2
2016-07-04 11:01:51.877 | INFO  | main       | .ncpimpl.IssueThread:111   | post curr issue info success ... curr issue :160704004
2016-07-04 11:01:51.877 | INFO  | main       | .ncpimpl.IssueThread:126   | System change curr issue to :160704005
2016-07-04 11:01:51.877 | INFO  | main       | .config.SysParameter:86    | System begin to save key:ncp.startissue
2016-07-04 11:01:51.887 | INFO  | main       | .config.SysParameter:100   | Save Issue Successful. value=160704005
2016-07-04 11:03:51.928 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704005
2016-07-04 11:05:51.974 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704005
2016-07-04 11:07:52.019 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704005
2016-07-04 11:09:52.057 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704005
2016-07-04 11:11:52.093 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704005
2016-07-04 11:13:52.134 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704005
2016-07-04 11:15:52.177 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704005
2016-07-04 11:17:52.221 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704005
2016-07-04 11:19:52.266 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704005
2016-07-04 11:21:52.304 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704005
2016-07-04 11:23:52.343 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704005
2016-07-04 11:25:52.392 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704005
2016-07-04 11:27:52.442 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704005
2016-07-04 11:29:52.478 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704005
2016-07-04 11:31:52.516 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704005
2016-07-04 11:33:52.552 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704005
2016-07-04 11:35:52.594 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704005
2016-07-04 11:37:52.644 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704005
2016-07-04 11:39:52.703 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704005
2016-07-04 11:41:52.741 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704005
2016-07-04 11:43:52.773 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704005
2016-07-04 11:45:52.809 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704005
2016-07-04 11:47:52.846 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704005
2016-07-04 11:49:52.883 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704005
2016-07-04 11:51:52.920 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704005
2016-07-04 11:53:52.959 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704005
2016-07-04 11:55:53.000 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704005
2016-07-04 11:57:53.039 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704005
2016-07-04 11:59:53.075 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704005
2016-07-04 12:01:53.123 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704005
2016-07-04 12:02:53.166 | INFO  | main       | .ncpimpl.IssueThread:96    | get ncp curr issue info success... curr issue :160704005
2016-07-04 12:02:53.167 | INFO  | main       | pl.FaceBookImplement:157   | facebook post feed begin ... 
2016-07-04 12:02:55.634 | INFO  | main       | pl.FaceBookImplement:173   | facebook post feed id (1603887806588551_1615840912059907) ,message is: Lucky 5, issue no. 160704005 ,winning number is:3,10,2,9,5,url = http://kpwlottery.com/index.php/km?issue=160704005&wincode=3,10,2,9,5
2016-07-04 12:02:55.634 | INFO  | main       | .ncpimpl.IssueThread:111   | post curr issue info success ... curr issue :160704005
2016-07-04 12:02:55.634 | INFO  | main       | .ncpimpl.IssueThread:126   | System change curr issue to :160704006
2016-07-04 12:02:55.634 | INFO  | main       | .config.SysParameter:86    | System begin to save key:ncp.startissue
2016-07-04 12:02:55.637 | INFO  | main       | .config.SysParameter:100   | Save Issue Successful. value=160704006
2016-07-04 12:04:55.675 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704006
2016-07-04 12:06:55.717 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704006
2016-07-04 12:08:55.755 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704006
2016-07-04 12:10:55.796 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704006
2016-07-04 12:12:55.844 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704006
2016-07-04 12:14:55.882 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704006
2016-07-04 12:16:55.915 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704006
2016-07-04 12:18:55.959 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704006
2016-07-04 12:20:56.001 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704006
2016-07-04 12:22:56.043 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704006
2016-07-04 12:24:56.081 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704006
2016-07-04 12:26:56.124 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704006
2016-07-04 12:28:56.167 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704006
2016-07-04 12:30:56.203 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704006
2016-07-04 12:32:56.249 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704006
2016-07-04 12:34:56.288 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704006
2016-07-04 12:36:56.328 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704006
2016-07-04 12:38:56.364 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704006
2016-07-04 12:40:56.405 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704006
2016-07-04 12:42:56.440 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704006
2016-07-04 12:44:56.488 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704006
2016-07-04 12:46:56.533 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704006
2016-07-04 12:48:56.573 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704006
2016-07-04 12:50:56.620 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704006
2016-07-04 12:52:56.692 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704006
2016-07-04 12:54:56.729 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704006
2016-07-04 12:56:56.779 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704006
2016-07-04 12:58:56.823 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704006
2016-07-04 13:00:56.858 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704006
2016-07-04 13:01:56.903 | INFO  | main       | .ncpimpl.IssueThread:96    | get ncp curr issue info success... curr issue :160704006
2016-07-04 13:01:56.903 | INFO  | main       | pl.FaceBookImplement:157   | facebook post feed begin ... 
2016-07-04 13:02:00.274 | INFO  | main       | pl.FaceBookImplement:173   | facebook post feed id (1603887806588551_1615850312058967) ,message is: Lucky 5, issue no. 160704006 ,winning number is:5,3,6,9,2,url = http://kpwlottery.com/index.php/km?issue=160704006&wincode=5,3,6,9,2
2016-07-04 13:02:00.284 | INFO  | main       | .ncpimpl.IssueThread:111   | post curr issue info success ... curr issue :160704006
2016-07-04 13:02:00.284 | INFO  | main       | .ncpimpl.IssueThread:126   | System change curr issue to :160704007
2016-07-04 13:02:00.284 | INFO  | main       | .config.SysParameter:86    | System begin to save key:ncp.startissue
2016-07-04 13:02:00.294 | INFO  | main       | .config.SysParameter:100   | Save Issue Successful. value=160704007
2016-07-04 13:04:00.340 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704007
2016-07-04 13:06:00.379 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704007
2016-07-04 13:08:00.427 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704007
2016-07-04 13:10:00.467 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704007
2016-07-04 13:12:00.499 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704007
2016-07-04 13:14:00.547 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704007
2016-07-04 13:16:00.589 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704007
2016-07-04 13:18:00.631 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704007
2016-07-04 13:20:00.677 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704007
2016-07-04 13:22:00.722 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704007
2016-07-04 13:24:00.779 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704007
2016-07-04 13:26:00.821 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704007
2016-07-04 13:28:00.861 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704007
2016-07-04 13:30:00.901 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704007
2016-07-04 13:32:00.939 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704007
2016-07-04 13:34:00.976 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704007
2016-07-04 13:36:01.017 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704007
2016-07-04 13:38:01.062 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704007
2016-07-04 13:40:01.096 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704007
2016-07-04 13:42:01.135 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704007
2016-07-04 13:44:01.180 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160704007
