2016-07-02 08:52:22.593 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-02 09:27:46.101 | INFO  | main       | pl.FaceBookImplement:232   | facebook fresh token post url : https://graph.facebook.com/oauth/access_token?client_secret=b1bb931e34063397d7ea833c2b60e26b&grant_type=fb_exchange_token&fb_exchange_token=EAAH34ErnOZAEBAFxQjU45HZAZAJD4Oj5kJ7IBS2saafXIK2qO70o5fun9eWG2PgSCTjb594yNRVTlRXB6emWOaszk9mnZBHRCTzY46F0ImPZCfeZAw1QZAjmWXOBjomkwV9DX5Pq5qQCyrgIuZAFpZCZAnysJaeYr29uIZD&client_id=554017678113169
2016-07-02 09:27:46.975 | INFO  | main       | .config.SysParameter:86    | System begin to save key:facebook.accesstoken
2016-07-02 09:27:46.975 | INFO  | main       | .config.SysParameter:100   | Save Issue Successful. value=EAAH34ErnOZAEBAL5ZBEWEXV2LrLI1RIZAnbxBdC3uu8lCRFsMDqAgusl1UxhaeGgUZBZBcSneTJIqkjTVXQQzWh2dqTKDZCWQPghSVMPdXgFbsbqA1lc890IynHRdv7ifD124IYn867MCD9ZBBrcDwF0LZBZBZC0VVoi4ZD
2016-07-02 09:27:46.975 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-02 09:28:46.990 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-02 09:29:47.004 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-02 09:30:52.045 | INFO  | main       | StartService        :18    | System Started ......
2016-07-02 09:30:52.060 | INFO  | main       | pl.FaceBookImplement:44    | facebook init ...
2016-07-02 09:30:52.060 | INFO  | main       | .config.SysParameter:48    | System begin to init the parameters.
2016-07-02 09:30:52.154 | INFO  | main       | .config.SysParameter:72    | System parameters loaded.
2016-07-02 09:31:20.967 | INFO  | main       | pl.FaceBookImplement:232   | facebook fresh token post url : https://graph.facebook.com/oauth/access_token?client_secret=b1bb931e34063397d7ea833c2b60e26b&grant_type=fb_exchange_token&fb_exchange_token=EAAH34ErnOZAEBAL5ZBEWEXV2LrLI1RIZAnbxBdC3uu8lCRFsMDqAgusl1UxhaeGgUZBZBcSneTJIqkjTVXQQzWh2dqTKDZCWQPghSVMPdXgFbsbqA1lc890IynHRdv7ifD124IYn867MCD9ZBBrcDwF0LZBZBZC0VVoi4ZD&client_id=554017678113169
2016-07-02 09:31:36.911 | INFO  | main       | .config.SysParameter:86    | System begin to save key:facebook.accesstoken
2016-07-02 09:31:36.927 | INFO  | main       | .config.SysParameter:100   | Save Issue Successful. value=EAAH34ErnOZAEBAGtHLYysvpgroGXnJNZCYtcPMilNgHdzjxbrmPHLL3tGufqCn9l3r6ubRaM1s6pVhoE6J5TXF5TZBnNuaWCZAqDvzF6hKs3yqEAIl4z8IsY9b0CySjI1PU76wZBCZBXOmJDqOSat9LJVWy5f1jZA0ZD
2016-07-02 09:31:36.927 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-02 09:32:36.941 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-02 09:33:17.300 | INFO  | main       | StartService        :18    | System Started ......
2016-07-02 09:33:17.316 | INFO  | main       | pl.FaceBookImplement:44    | facebook init ...
2016-07-02 09:33:17.332 | INFO  | main       | .config.SysParameter:48    | System begin to init the parameters.
2016-07-02 09:33:17.425 | INFO  | main       | .config.SysParameter:72    | System parameters loaded.
2016-07-02 09:33:17.472 | INFO  | main       | pl.FaceBookImplement:232   | facebook fresh token post url : https://graph.facebook.com/oauth/access_token?client_secret=b1bb931e34063397d7ea833c2b60e26b&grant_type=fb_exchange_token&fb_exchange_token=EAAH34ErnOZAEBAGtHLYysvpgroGXnJNZCYtcPMilNgHdzjxbrmPHLL3tGufqCn9l3r6ubRaM1s6pVhoE6J5TXF5TZBnNuaWCZAqDvzF6hKs3yqEAIl4z8IsY9b0CySjI1PU76wZBCZBXOmJDqOSat9LJVWy5f1jZA0ZD&client_id=554017678113169
2016-07-02 09:33:18.424 | INFO  | main       | .config.SysParameter:86    | System begin to save key:facebook.accesstoken
2016-07-02 09:33:18.424 | INFO  | main       | .config.SysParameter:100   | Save Issue Successful. value=EAAH34ErnOZAEBAL4W9mXMyYq9ZBxBeZBX3LnN2p7CA5OQ0Llib5YCyUfYVuH4p0aTebRHEFZB8g6gk1kEDtYkNFLS0f4SZCCawvAmJY8spIYXrVXvVQomrwFbTycfubZA8Cncx08lZAZAOIn0Voqkrzk4aXylKZBq0VYZD
2016-07-02 09:33:18.424 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-02 09:35:45.234 | INFO  | main       | StartService        :18    | System Started ......
2016-07-02 09:35:45.234 | INFO  | main       | pl.FaceBookImplement:44    | facebook init ...
2016-07-02 09:35:45.250 | INFO  | main       | .config.SysParameter:48    | System begin to init the parameters.
2016-07-02 09:35:45.343 | INFO  | main       | .config.SysParameter:72    | System parameters loaded.
2016-07-02 09:35:45.375 | INFO  | main       | pl.FaceBookImplement:232   | facebook fresh token post url : https://graph.facebook.com/oauth/access_token?client_secret=b1bb931e34063397d7ea833c2b60e26b&grant_type=fb_exchange_token&fb_exchange_token=EAAH34ErnOZAEBAL4W9mXMyYq9ZBxBeZBX3LnN2p7CA5OQ0Llib5YCyUfYVuH4p0aTebRHEFZB8g6gk1kEDtYkNFLS0f4SZCCawvAmJY8spIYXrVXvVQomrwFbTycfubZA8Cncx08lZAZAOIn0Voqkrzk4aXylKZBq0VYZD&client_id=554017678113169
2016-07-02 09:35:46.357 | INFO  | main       | .config.SysParameter:86    | System begin to save key:facebook.accesstoken
2016-07-02 09:35:46.373 | INFO  | main       | .config.SysParameter:100   | Save Issue Successful. value=EAAH34ErnOZAEBALSnDqTHbHB4YFJm7wP7dqeTTAaeZAFAlqY3Jn7JyRDmU1Oz3toCGv4tadwjNI7dLSuFyk7Si4YFQOwsTjwh8dv4fd7UcHhRG3ll0AvABCNFdum6tZBM50dILeZASslTZCqzdAq2Hv8UfIs7vE4ZD
2016-07-02 09:35:46.373 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-02 09:37:21.635 | INFO  | main       | StartService        :18    | System Started ......
2016-07-02 09:37:21.650 | INFO  | main       | pl.FaceBookImplement:44    | facebook init ...
2016-07-02 09:37:21.650 | INFO  | main       | .config.SysParameter:48    | System begin to init the parameters.
2016-07-02 09:37:21.744 | INFO  | main       | .config.SysParameter:72    | System parameters loaded.
2016-07-02 09:37:21.791 | INFO  | main       | pl.FaceBookImplement:232   | facebook fresh token post url : https://graph.facebook.com/oauth/access_token?client_secret=b1bb931e34063397d7ea833c2b60e26b&grant_type=fb_exchange_token&fb_exchange_token=EAAH34ErnOZAEBALSnDqTHbHB4YFJm7wP7dqeTTAaeZAFAlqY3Jn7JyRDmU1Oz3toCGv4tadwjNI7dLSuFyk7Si4YFQOwsTjwh8dv4fd7UcHhRG3ll0AvABCNFdum6tZBM50dILeZASslTZCqzdAq2Hv8UfIs7vE4ZD&client_id=554017678113169
2016-07-02 09:37:22.727 | INFO  | main       | .config.SysParameter:86    | System begin to save key:facebook.accesstoken
2016-07-02 09:37:22.742 | INFO  | main       | .config.SysParameter:100   | Save Issue Successful. value=EAAH34ErnOZAEBAMZA3fSZBM7C1ncqZBhlz68ZA3FgyhFJtJt29h7eHZByPmJMh1ZBHbbbxZANjTpJnMeddo9x0sgxZB2tFkFQweHbPKR3ZAqB06I91UMzXcaoTRT3GGrdAw0QOIzZCZBqYVkwPYn7mRzFd7JihNP4lquc7sZD
2016-07-02 09:37:22.742 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-02 09:38:01.402 | INFO  | main       | StartService        :18    | System Started ......
2016-07-02 09:38:14.303 | INFO  | main       | pl.FaceBookImplement:44    | facebook init ...
2016-07-02 09:38:14.303 | INFO  | main       | .config.SysParameter:48    | System begin to init the parameters.
2016-07-02 09:38:14.507 | INFO  | main       | .config.SysParameter:72    | System parameters loaded.
2016-07-02 09:38:14.601 | INFO  | main       | pl.FaceBookImplement:232   | facebook fresh token post url : https://graph.facebook.com/oauth/access_token?client_secret=b1bb931e34063397d7ea833c2b60e26b&grant_type=fb_exchange_token&fb_exchange_token=EAAH34ErnOZAEBAMZA3fSZBM7C1ncqZBhlz68ZA3FgyhFJtJt29h7eHZByPmJMh1ZBHbbbxZANjTpJnMeddo9x0sgxZB2tFkFQweHbPKR3ZAqB06I91UMzXcaoTRT3GGrdAw0QOIzZCZBqYVkwPYn7mRzFd7JihNP4lquc7sZD&client_id=554017678113169
2016-07-02 09:38:17.182 | INFO  | main       | .config.SysParameter:86    | System begin to save key:facebook.accesstoken
2016-07-02 09:38:17.216 | INFO  | main       | .config.SysParameter:100   | Save Issue Successful. value=EAAH34ErnOZAEBAJdYCc67MCEsMehmdChPNyCJMTifvXKl2we7VsWzCG50mnjzb5FA11jH0CqJm5AWrLGWoJ53GKrZAo15nYGSKcccjM9AaEy6zBwVOHo4kwMxId6Aipwe9W0riID9ZAEHXmtKZAumzqF2TgAhCYZD
2016-07-02 09:38:17.216 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-02 09:39:06.014 | INFO  | main       | StartService        :18    | System Started ......
2016-07-02 09:39:18.588 | INFO  | main       | .config.SysParameter:48    | System begin to init the parameters.
2016-07-02 09:39:18.729 | INFO  | main       | .config.SysParameter:72    | System parameters loaded.
2016-07-02 09:39:18.729 | INFO  | main       | pl.FaceBookImplement:44    | facebook init ...
2016-07-02 09:39:29.308 | INFO  | main       | .ncpimpl.IssueThread:96    | get ncp curr issue info success... curr issue :160701009
2016-07-02 09:39:29.308 | INFO  | main       | pl.FaceBookImplement:157   | facebook post feed begin ... 
2016-07-02 09:39:33.379 | INFO  | main       | pl.FaceBookImplement:173   | facebook post feed id (1603887806588551_1614607475516584) ,message is: Lucky 5, issue no. 160701009 ,winning number is:9,7,5,8,4,url = http://kpwlottery.com/index.php/km?issue=160701009&wincode=9,7,5,8,4
2016-07-02 09:39:33.379 | INFO  | main       | .ncpimpl.IssueThread:107   | post curr issue info success ... curr issue :160701009
2016-07-02 09:39:43.286 | INFO  | main       | .ncpimpl.IssueThread:122   | System change curr issue to :160701010
2016-07-02 09:39:43.286 | INFO  | main       | .config.SysParameter:86    | System begin to save key:ncp.startissue
2016-07-02 09:39:43.302 | INFO  | main       | .config.SysParameter:100   | Save Issue Successful. value=160701010
2016-07-02 09:40:43.356 | INFO  | main       | .ncpimpl.IssueThread:96    | get ncp curr issue info success... curr issue :160701010
2016-07-02 09:40:43.356 | INFO  | main       | pl.FaceBookImplement:157   | facebook post feed begin ... 
2016-07-02 09:40:46.349 | INFO  | main       | pl.FaceBookImplement:173   | facebook post feed id (1603887806588551_1614607695516562) ,message is: Lucky 5, issue no. 160701010 ,winning number is:6,10,7,9,11,url = http://kpwlottery.com/index.php/km?issue=160701010&wincode=6,10,7,9,11
2016-07-02 09:40:46.349 | INFO  | main       | .ncpimpl.IssueThread:107   | post curr issue info success ... curr issue :160701010
2016-07-02 09:40:46.349 | INFO  | main       | .ncpimpl.IssueThread:122   | System change curr issue to :160701011
2016-07-02 09:40:46.349 | INFO  | main       | .config.SysParameter:86    | System begin to save key:ncp.startissue
2016-07-02 09:40:46.349 | INFO  | main       | .config.SysParameter:100   | Save Issue Successful. value=160701011
2016-07-02 09:41:46.429 | INFO  | main       | .ncpimpl.IssueThread:96    | get ncp curr issue info success... curr issue :160701011
2016-07-02 09:41:46.429 | INFO  | main       | pl.FaceBookImplement:157   | facebook post feed begin ... 
2016-07-02 09:41:49.133 | INFO  | main       | pl.FaceBookImplement:173   | facebook post feed id (1603887806588551_1614607848849880) ,message is: Lucky 5, issue no. 160701011 ,winning number is:3,9,5,1,11,url = http://kpwlottery.com/index.php/km?issue=160701011&wincode=3,9,5,1,11
2016-07-02 09:41:49.133 | INFO  | main       | .ncpimpl.IssueThread:107   | post curr issue info success ... curr issue :160701011
2016-07-02 09:41:49.133 | INFO  | main       | .ncpimpl.IssueThread:122   | System change curr issue to :160701012
2016-07-02 09:41:49.133 | INFO  | main       | .config.SysParameter:86    | System begin to save key:ncp.startissue
2016-07-02 09:41:49.149 | INFO  | main       | .config.SysParameter:100   | Save Issue Successful. value=160701012
2016-07-02 09:42:49.233 | INFO  | main       | .ncpimpl.IssueThread:96    | get ncp curr issue info success... curr issue :160701012
2016-07-02 09:42:49.233 | INFO  | main       | pl.FaceBookImplement:157   | facebook post feed begin ... 
2016-07-02 09:42:51.531 | INFO  | main       | pl.FaceBookImplement:173   | facebook post feed id (1603887806588551_1614613732182625) ,message is: Lucky 5, issue no. 160701012 ,winning number is:1,7,3,9,2,url = http://kpwlottery.com/index.php/km?issue=160701012&wincode=1,7,3,9,2
2016-07-02 09:42:51.531 | INFO  | main       | .ncpimpl.IssueThread:107   | post curr issue info success ... curr issue :160701012
2016-07-02 09:42:51.546 | INFO  | main       | .ncpimpl.IssueThread:122   | System change curr issue to :160702001
2016-07-02 09:42:51.546 | INFO  | main       | .config.SysParameter:86    | System begin to save key:ncp.startissue
2016-07-02 09:42:51.546 | INFO  | main       | .config.SysParameter:100   | Save Issue Successful. value=160702001
2016-07-02 09:43:51.607 | INFO  | main       | .ncpimpl.IssueThread:96    | get ncp curr issue info success... curr issue :160702001
2016-07-02 09:43:51.607 | INFO  | main       | pl.FaceBookImplement:157   | facebook post feed begin ... 
2016-07-02 09:43:54.028 | INFO  | main       | pl.FaceBookImplement:173   | facebook post feed id (1603887806588551_1614626002181398) ,message is: Lucky 5, issue no. 160702001 ,winning number is:3,11,8,2,7,url = http://kpwlottery.com/index.php/km?issue=160702001&wincode=3,11,8,2,7
2016-07-02 09:43:54.028 | INFO  | main       | .ncpimpl.IssueThread:107   | post curr issue info success ... curr issue :160702001
2016-07-02 09:43:54.028 | INFO  | main       | .ncpimpl.IssueThread:122   | System change curr issue to :160702002
2016-07-02 09:43:54.028 | INFO  | main       | .config.SysParameter:86    | System begin to save key:ncp.startissue
2016-07-02 09:43:54.044 | INFO  | main       | .config.SysParameter:100   | Save Issue Successful. value=160702002
2016-07-02 09:44:54.111 | INFO  | main       | .ncpimpl.IssueThread:96    | get ncp curr issue info success... curr issue :160702002
2016-07-02 09:44:54.111 | INFO  | main       | pl.FaceBookImplement:157   | facebook post feed begin ... 
2016-07-02 09:44:56.424 | INFO  | main       | pl.FaceBookImplement:173   | facebook post feed id (1603887806588551_1614629265514405) ,message is: Lucky 5, issue no. 160702002 ,winning number is:10,11,6,1,5,url = http://kpwlottery.com/index.php/km?issue=160702002&wincode=10,11,6,1,5
2016-07-02 09:44:56.424 | INFO  | main       | .ncpimpl.IssueThread:107   | post curr issue info success ... curr issue :160702002
2016-07-02 09:44:56.424 | INFO  | main       | .ncpimpl.IssueThread:122   | System change curr issue to :160702003
2016-07-02 09:44:56.424 | INFO  | main       | .config.SysParameter:86    | System begin to save key:ncp.startissue
2016-07-02 09:44:56.439 | INFO  | main       | .config.SysParameter:100   | Save Issue Successful. value=160702003
2016-07-02 09:45:56.500 | ERROR | main       | .ncpimpl.IssueThread:133   | get ncp currissue error160702003
2016-07-02 09:46:56.545 | ERROR | main       | .ncpimpl.IssueThread:133   | get ncp currissue error160702003
2016-07-02 09:47:56.616 | ERROR | main       | .ncpimpl.IssueThread:133   | get ncp currissue error160702003
2016-07-02 09:48:56.665 | ERROR | main       | .ncpimpl.IssueThread:133   | get ncp currissue error160702003
2016-07-02 09:49:56.674 | ERROR | main       | .ncpimpl.IssueThread:146   | post curr issue info error over 3 time.system exit ... curr issue :160702003
2016-07-02 10:28:46.324 | INFO  | main       | StartService        :18    | System Started ......
2016-07-02 10:28:46.324 | INFO  | main       | .config.SysParameter:48    | System begin to init the parameters.
2016-07-02 10:28:46.418 | INFO  | main       | .config.SysParameter:72    | System parameters loaded.
2016-07-02 10:28:46.418 | INFO  | main       | pl.FaceBookImplement:44    | facebook init ...
2016-07-02 10:28:46.886 | INFO  | main       | .ncpimpl.IssueThread:96    | get ncp curr issue info success... curr issue :160702003
2016-07-02 10:28:46.886 | INFO  | main       | pl.FaceBookImplement:157   | facebook post feed begin ... 
2016-07-02 10:28:49.433 | INFO  | main       | pl.FaceBookImplement:173   | facebook post feed id (1603887806588551_1614640415513290) ,message is: Lucky 5, issue no. 160702003 ,winning number is:5,10,1,11,6,url = http://kpwlottery.com/index.php/km?issue=160702003&wincode=5,10,1,11,6
2016-07-02 10:28:49.433 | INFO  | main       | .ncpimpl.IssueThread:107   | post curr issue info success ... curr issue :160702003
2016-07-02 10:28:49.433 | INFO  | main       | .ncpimpl.IssueThread:122   | System change curr issue to :160702004
2016-07-02 10:28:49.433 | INFO  | main       | .config.SysParameter:86    | System begin to save key:ncp.startissue
2016-07-02 10:28:49.448 | INFO  | main       | .config.SysParameter:100   | Save Issue Successful. value=160702004
2016-07-02 10:29:49.488 | ERROR | main       | .ncpimpl.IssueThread:133   | get ncp currissue error160702004
2016-07-02 10:30:49.527 | ERROR | main       | .ncpimpl.IssueThread:133   | get ncp currissue error160702004
2016-07-02 10:31:49.575 | ERROR | main       | .ncpimpl.IssueThread:133   | get ncp currissue error160702004
2016-07-02 10:36:15.740 | INFO  | main       | StartService        :18    | System Started ......
2016-07-02 10:36:15.740 | INFO  | main       | .config.SysParameter:48    | System begin to init the parameters.
2016-07-02 10:36:15.833 | INFO  | main       | .config.SysParameter:72    | System parameters loaded.
2016-07-02 10:36:15.833 | INFO  | main       | pl.FaceBookImplement:44    | facebook init ...
2016-07-02 10:37:16.291 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702004
2016-07-02 10:39:16.338 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702004
2016-07-02 10:41:16.385 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702004
2016-07-02 10:43:16.432 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702004
2016-07-02 10:45:16.476 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702004
2016-07-02 10:47:16.530 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702004
2016-07-02 10:49:16.573 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702004
2016-07-02 10:51:16.620 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702004
2016-07-02 10:53:16.665 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702004
2016-07-02 10:55:16.715 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702004
2016-07-02 10:57:16.759 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702004
2016-07-02 10:59:16.816 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702004
2016-07-02 11:00:16.908 | INFO  | main       | .ncpimpl.IssueThread:96    | get ncp curr issue info success... curr issue :160702004
2016-07-02 11:00:16.908 | INFO  | main       | pl.FaceBookImplement:157   | facebook post feed begin ... 
2016-07-02 11:00:19.624 | INFO  | main       | pl.FaceBookImplement:173   | facebook post feed id (1603887806588551_1614646925512639) ,message is: Lucky 5, issue no. 160702004 ,winning number is:7,4,1,10,8,url = http://kpwlottery.com/index.php/km?issue=160702004&wincode=7,4,1,10,8
2016-07-02 11:00:19.624 | INFO  | main       | .ncpimpl.IssueThread:111   | post curr issue info success ... curr issue :160702004
2016-07-02 11:00:19.624 | INFO  | main       | .ncpimpl.IssueThread:126   | System change curr issue to :160702005
2016-07-02 11:00:19.624 | INFO  | main       | .config.SysParameter:86    | System begin to save key:ncp.startissue
2016-07-02 11:00:19.640 | INFO  | main       | .config.SysParameter:100   | Save Issue Successful. value=160702005
2016-07-02 11:02:19.686 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702005
2016-07-02 11:04:19.723 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702005
2016-07-02 11:06:19.776 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702005
2016-07-02 11:08:19.827 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702005
2016-07-02 11:10:19.885 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702005
2016-07-02 11:12:19.927 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702005
2016-07-02 11:14:19.966 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702005
2016-07-02 11:16:20.010 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702005
2016-07-02 11:18:20.046 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702005
2016-07-02 11:20:20.089 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702005
2016-07-02 11:22:20.129 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702005
2016-07-02 11:24:20.171 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702005
2016-07-02 11:26:20.214 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702005
2016-07-02 11:28:20.251 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702005
2016-07-02 11:30:20.302 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702005
2016-07-02 11:32:20.450 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702005
2016-07-02 11:34:20.523 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702005
2016-07-02 11:36:20.561 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702005
2016-07-02 11:38:20.600 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702005
2016-07-02 11:40:20.638 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702005
2016-07-02 11:42:20.678 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702005
2016-07-02 11:44:20.715 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702005
2016-07-02 11:46:20.754 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702005
2016-07-02 11:48:20.791 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702005
2016-07-02 11:50:20.837 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702005
2016-07-02 11:52:20.882 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702005
2016-07-02 11:54:20.924 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702005
2016-07-02 11:56:20.973 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702005
2016-07-02 11:58:21.021 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702005
2016-07-02 12:00:21.146 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702005
2016-07-02 12:01:24.213 | INFO  | main       | .ncpimpl.IssueThread:96    | get ncp curr issue info success... curr issue :160702005
2016-07-02 12:01:24.213 | INFO  | main       | pl.FaceBookImplement:157   | facebook post feed begin ... 
2016-07-02 12:01:26.821 | INFO  | main       | pl.FaceBookImplement:173   | facebook post feed id (1603887806588551_1614660285511303) ,message is: Lucky 5, issue no. 160702005 ,winning number is:4,9,1,8,7,url = http://kpwlottery.com/index.php/km?issue=160702005&wincode=4,9,1,8,7
